Page,URL
12,https://www.domain.com.au/1505-653-george-street-sydney-nsw-2000-2017729664
12,https://www.domain.com.au/level-2-130-elizabeth-street-126-sqm-sydney-nsw-2000-2017213668
12,https://www.domain.com.au/256-158-166-day-street-289-295-sussex-street-sydney-nsw-2000-2017164541
12,https://www.domain.com.au/7003-117-bathurst-sydney-nsw-2000-2016759908
12,https://www.domain.com.au/203-castlereagh-street-sydney-nsw-2000-2013733407
12,https://www.domain.com.au/202-303-castlereagh-street-sydney-nsw-2000-2018971128
12,https://www.domain.com.au/127-336-sussex-street-sydney-nsw-2000-2019440367
12,https://www.domain.com.au/sydney-nsw-2000-2017711713
12,https://www.domain.com.au/167-2-8-dixon-street-sydney-nsw-2000-2019734179
12,https://www.domain.com.au/2105-2-quay-street-sydney-nsw-2000-2019731183
12,https://www.domain.com.au/1306-188-day-street-sydney-nsw-2000-2019731166
12,https://www.domain.com.au/lvl-2-178-thomas-street-sydney-nsw-2000-2019731104
12,https://www.domain.com.au/1308-82-hay-street-sydney-nsw-2000-2019730780
12,https://www.domain.com.au/g01-50-murray-street-sydney-nsw-2000-2019701052
12,https://www.domain.com.au/level-10-115-bathurst-street-sydney-nsw-2000-2019697314
12,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
12,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
12,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
13,https://www.domain.com.au/205-298-sussex-street-sydney-nsw-2000-2019660595
13,https://www.domain.com.au/2501-718-george-street-sydney-nsw-2000-2019658063
13,https://www.domain.com.au/805-83-harbour-street-sydney-nsw-2000-2019643497
13,https://www.domain.com.au/3712-393-pitt-street-sydney-nsw-2000-2019612680
13,https://www.domain.com.au/car-2-quay-street-sydney-nsw-2000-2014390208
13,https://www.domain.com.au/1307-83-harbour-street-sydney-nsw-2000-2019236939
13,https://www.domain.com.au/1308-33-ultimo-road-sydney-nsw-2000-2019515177
13,https://www.domain.com.au/3301-91-liverpool-street-sydney-nsw-2000-2019499692
13,https://www.domain.com.au/93-289-sussex-street-sydney-nsw-2000-2019490154
13,https://www.domain.com.au/lvl-4-45-shelly-street-sydney-nsw-2000-2019254385
13,https://www.domain.com.au/911-348-352-sussex-street-sydney-nsw-2000-2019474903
13,https://www.domain.com.au/4402-93-liverpool-street-sydney-nsw-2000-2019468913
13,https://www.domain.com.au/high-level-115-117-bathurst-street-sydney-nsw-2000-2018726561
13,https://www.domain.com.au/1204-81-harbour-street-sydney-nsw-2000-2018659675
13,https://www.domain.com.au/3010-91-93-liverpool-st-sydney-nsw-2000-2019404091
13,https://www.domain.com.au/lvl-28-2-quay-street-sydney-nsw-2000-2019374719
13,https://www.domain.com.au/1306-188-day-street-sydney-nsw-2000-2019235857
13,https://www.domain.com.au/502-88-hay-street-sydney-nsw-2000-2018782258
13,https://www.domain.com.au/349-liverpool-street-darlinghurst-nsw-2010-2019760963
13,https://www.domain.com.au/349-liverpool-street-darlinghurst-nsw-2010-2019760939
13,https://www.domain.com.au/349-liverpool-street-darlinghurst-nsw-2010-2019760865
